character_slug,control_type,move_name_jp,tokens_classic,tokens_modern,tokens_for_mode,tokens_norm_classic,tokens_norm_modern,tokens_norm_for_mode,match_status,manual_classic,manual_modern_full,manual_modern_short,required_special_keys,consume_special_keys,gain_special_keys,variant_tag,followup_parent_move_name_jp,followup_child_variant,followup_window,applies_poison_on_hit_override,triggers_poison_bloom_on_hit_override,poison_bloom_damage_override,poison_bloom_on_hit_override,startup,active,recovery,on_hit,on_block,cancel,damage,combo_scale,drive_gain,drive_loss_guard,drive_loss_punish,sa_gain,attribute,note,row_kind,mmdk_action_id,mmdk_action_name,mmdk_action_base,frame_link_move_name_jp,mmdk_suggested_tokens,mmdk_source_key,manual_self_pos_start_x,manual_self_pos_end_x,manual_opp_pos_start_x,manual_opp_pos_end_x,manual_vs_distance_start,manual_vs_distance_end,calc_manual_self_move_x_total,calc_manual_target_move_x_sum,manual_note
aki,classic,Drive Parry M M,,,,,,,missing,,,,,,,,,,,,,,,1,[*2] 1-12,33,,,*1,0,,0,0,0,0,,*1 Can be canceled from the 4th frame via Drive Rush *2 Parry hitbox is extended for as long as the buttons are held Only blocks can be performed during the recovery period Always in Punish Counter state during execution.,frame,,,,,,,,,,,,,,,
aki,classic,Perfect Parry (strike) Block Direction M M,,,,,,,missing,,,,,,,,,,,,,,,1,,1,,,,0,Starter scaling 50％,,,,,,"Perfect Parry activates when an attack is absorbed on the frame a parry is input, or on the next frame. (For high and overhead attacks, the player must press the direction away from the opponent. For low attacks, down and back) If no direction is inputted the result will be a regular parry with an additional Drive increase of 3000. Fully invincible for 5 frames once recovery is over (invincibility not granted if you continue the parry) The player on the receiving end of a Perfect Parry cannot cancel and is forced into a Punish Counter state until their move is finished",frame,,,,,,,,,,,,,,,
aki,classic,Perfect Parry (projectile) M M,,,,,,,missing,,,,,,,,,,,,,,,1,,10,,,,0,Starter scaling 50％,,,,,,"Perfect Parry activates when an attack is absorbed on the frame a parry is input, or on the next frame No screen freeze occurs. The player on the receiving end of a Perfect Parry cannot cancel and is forced into a Punish Counter state until their move is finished",frame,,,,,,,,,,,,,,,
aki,classic,Parry Drive Rush (During a Drive Parry),,,,,,,missing,,,,,,,,,,,,,,,,,45 total frames,,,*,0,Multiplier scaling 15％,0,0,0,0,,Screen freeze occurs until the 10th frame * Can be canceled into an attack on the 9th frame of the move Can be canceled into actions other than a parry from the 24th frame,frame,,,,,,,,,,,,,,,
aki,classic,Cancel Drive Rush (While connecting with a special-cancelable move) ( ) M M,,,,,,,missing,,,,,,,,,,,,,,,,,46 total frames,,,*,0,Multiplier scaling 15％,0,0,0,0,,Screen freeze occurs until the 9th frame * Can be canceled into an attack from the 10th frame of the move Can be canceled into actions other than a parry from the 25th frame,frame,,,,,,,,,,,,,,,
aki,modern,Standing Light Punch L,,,,,,,missing,,,,,,,,,,,,,,,5,5-6,7,4,-1,C,300,Starter scaling 20%,250,-500,-2000,300,High,Can be rapid canceled,frame,,,,,,,,,,,,,,,
aki,modern,Standing Medium Punch M,,,,,,,missing,,,,,,,,,,,,,,,6,6-10,14,3,-3,C,600,,1500,-3000,-4000,500,High,2 frames of recovery added when the attack misses or is blocked,frame,,,,,,,,,,,,,,,
aki,modern,Standing Medium Kick M,,,,,,,missing,,,,,,,,,,,,,,,8,8-10,15,6,-2,,700,,2000,-4000,-6000,700,High,2 frames of recovery added when the attack misses,frame,,,,,,,,,,,,,,,
aki,modern,Standing Heavy Punch H,,,,,,,missing,,,,,,,,,,,,,,,12,12-14,21,1,-4,,800,,3000,-5000,-8000,1000,High,,frame,,,,,,,,,,,,,,,
aki,modern,Standing Heavy Kick H,,,,,,,missing,,,,,,,,,,,,,,,9,9-12,19,4,-3,C,800,,2000,-5000,-8000,1000,High,Forces the opponent into a standing position 12 frames of advantage added when the attack lands as a Punish Counter,frame,,,,,,,,,,,,,,,
aki,modern,Crouching Light Punch L,,,,,,,missing,,,,,,,,,,,,,,,4,4-5,9,4,-1,C,300,Starter scaling 20%,250,-500,-2000,300,High,Can be rapid canceled,frame,,,,,,,,,,,,,,,
aki,modern,Crouching Light Kick L,,,,,,,missing,,,,,,,,,,,,,,,5,5-7,8,3,-2,,200,Starter scaling 20%,250,-500,-2000,300,Low,Can be rapid canceled,frame,,,,,,,,,,,,,,,
aki,modern,Crouching Medium Kick M,,,,,,,missing,,,,,,,,,,,,,,,7,7-9,16,5,1,SA,600,Starter scaling 20%,1000,-2000,-4000,600,Low,,frame,,,,,,,,,,,,,,,
aki,modern,Crouching Heavy Kick H,,,,,,,missing,,,,,,,,,,,,,,,10,10-15,20,0,-3,SA,900,,3000,-6000,-10000,1000,High,Forces a juggle state when the attack lands as a Punish Counter,frame,,,,,,,,,,,,,,,
aki,modern,Jumping Light Punch (During a jump) L,,,,,,,missing,,,,,,,,,,,,,,,5,5-13,3 frame(s) after landing,,,,300,,500,-1500,-2000,300,Mid,,frame,,,,,,,,,,,,,,,
aki,modern,Jumping Light Kick (During a jump) L,,,,,,,missing,,,,,,,,,,,,,,,5,5-10,3 frame(s) after landing,,,,300,,500,-1500,-2000,300,Mid,Has cross-up attack properties,frame,,,,,,,,,,,,,,,
aki,modern,Jumping Medium Punch (During a jump) M,,,,,,,missing,,,,,,,,,,,,,,,7,7-10,3 frame(s) after landing,,,,700,,1000,-3000,-4000,500,Mid,Forces a juggle state when hitting a mid-air opponent,frame,,,,,,,,,,,,,,,
aki,modern,Jumping Medium Kick (During a jump) M,,,,,,,missing,,,,,,,,,,,,,,,7,7-12,3 frame(s) after landing,,,,600,,1000,-2500,-4000,500,Mid,,frame,,,,,,,,,,,,,,,
aki,modern,Jumping Heavy Punch (During a jump) H,,,,,,,missing,,,,,,,,,,,,,,,11,11-16,3 frame(s) after landing,,,,800,,2000,-4000,-5000,1000,Mid,Forces a slam knockdown on counter or Punish Counter when hitting a mid-air opponent,frame,,,,,,,,,,,,,,,
aki,modern,Jumping Heavy Kick (During a jump) H,,,,,,,missing,,,,,,,,,,,,,,,8,8-15,3 frame(s) after landing,,,,800,,2000,-4000,-5000,1000,Mid,,frame,,,,,,,,,,,,,,,
aki,modern,Pu Lao M,,,,,,,missing,,,,,,,,,,,,,,,24,24-26,18,3,-2,,600,,1500,-2500,-4000,500,Mid,,frame,,,,,,,,,,,,,,,
aki,modern,Qiu Niu H,,,,,,,missing,,,,,,,,,,,,,,,14,"14-24 14-16, 22-24",16,4,2,,800,Starter scaling 20%,3000,-4000,-10000,1000,High,4 frames of recovery added when the attack misses,frame,,,,,,,,,,,,,,,
aki,modern,Xiu She H,,,,,,,missing,,,,,,,,,,,,,,,10,10-12,28,D,-8,,900,,3000,-4000,-10000,1000,Low,"Knockdown time extended when the attack lands as a Punish Counter, and changes to Hard Knockdown",frame,,,,,,,,,,,,,,,
aki,modern,Gong Fu (During a forward jump) H,,,,,,,missing,,,,,,,,,,,,,,,9,9-13,3 frame(s) after landing,,,,800,Starter scaling 20%,2000,-4000,-5000,1000,Mid,Forces a slam knockdown when hitting a mid-air opponent,frame,,,,,,,,,,,,,,,
aki,modern,Hun Dun(2) L L,,,,,,,missing,,,,,,,,,,,,,,,8,8-9,14,1,-3,C,300,,500,-1000,-4000,400,High,,frame,,,,,,,,,,,,,,,
aki,modern,Qiong Qi (2) H H,,,,,,,missing,,,,,,,,,,,,,,,14,14-16,24,D,-15,,400,Combo scaling 10%,3000,-6000,-10000,600,High,Puts the opponent in a poisoned state on hit Toxic Blossom triggers on hit if the opponent is already in a poisoned state Forces a juggle state when Toxic Bloom triggers,frame,,,,,,,,,,,,,,,
aki,modern,Nightshade Pulse ( L),,,,,,,missing,,,,,,,,,,,,,,,17,,52 total frames,-5,-10,*SA3,400 (500),,1000,-2500,-2000,600,High - Projectile,Puts the opponent in a poisoned state on hit Can be canceled into branching moves from frames 30 - 36 * Can be canceled into Overdrive Snake Step from frames 35 - 52,frame,,,,,,,,,,,,,,,
aki,modern,Nightshade Chaser (During Nightshade Pulse),,,,,,,missing,,,,,,,,,,,,,,,13,13-14,34,-4,-16,SA3,*400 (*500),,1000,-2500,-2000,600,High,Puts the opponent in a poisoned state on hit Toxic Blossom triggers on hit if the opponent is already in a poisoned state * Deals 800 damage and forces a juggle state on Toxic Blossom trigger Clashes with projectiles (Once),frame,,,,,,,,,,,,,,,
aki,modern,OD Nightshade Pulse ( ),,,,,,,missing,,,,,,,,,,,,,,,16,,44 total frames,D,1,*SA2,560 (700),Starter scaling 20％,0,-2000,-5000,600,High - Projectile,Puts the opponent in a poisoned state on hit Can be canceled into branching moves from frames 34 - 35 * Can be canceled into Overdrive Snake Step from frames 32 - 33,frame,,,,,,,,,,,,,,,
aki,modern,OD Nightshade Chaser (During OD Nightshade Pulse),,,,,,,missing,,,,,,,,,,,,,,,13,13-17,28,D,-13,SA2,*480 (*600),Combo scaling 20%,0,-2500,-2000,600,High,Puts the opponent in a poisoned state on hit Toxic Blossom triggers on hit if the opponent is already in a poisoned state * Deals 800 damage and forces a juggle state on Toxic Blossom trigger Clashes with projectiles (Once),frame,,,,,,,,,,,,,,,
aki,modern,Nightshade Chaser (Burst),,,,,,,missing,,,,,,,,,,,,,,,,,,D,,,800,,1000,-1000,-2500,300,High - Projectile,Puts the opponent in a poisoned state on hit,frame,,,,,,,,,,,,,,,
aki,modern,OD Nightshade Chaser (Burst),,,,,,,missing,,,,,,,,,,,,,,,,,,D,,,1600,,0,-3500,-2500,900,High - Projectile,Puts the opponent in a poisoned state on hit,frame,,,,,,,,,,,,,,,
aki,modern,Orchid Spring M,,,,,,,missing,,,,,,,,,,,,,,,26,*,46 total frames,,,,0,,0,0,0,0,,Opponent enters poisoned state on contact with poison pool Poison pool remains in place for 160 frames,frame,,,,,,,,,,,,,,,
aki,modern,Toxic Wreath H,,,,,,,missing,,,,,,,,,,,,,,,13,"13-38 13-15, 30-38",13,D,-4,SA3,800,Immediate scaling 15%,2000,-3000,-4000,600,High,Puts the opponent in a poisoned state on hit,frame,,,,,,,,,,,,,,,
aki,modern,L Serpent Lash L,,,,,,,missing,,,,,,,,,,,,,,,14,14-16,26,1,-8,SA3,*400 (*500),,2000,-3000,-5000,600,High,"Puts the opponent in a poisoned state on hit Toxic Blossom triggers on hit if the opponent is already in a poisoned state * Deals 800 damage and forces a juggle state on Toxic Blossom trigger Clashes with projectiles (Once) Produces a crumple stun on Punish Counter, and +16 frame advantage *+22 on Toxic Blossom",frame,,,,,,,,,,,,,,,
aki,modern,M Serpent Lash M,,,,,,,missing,,,,,,,,,,,,,,,14,14-22,21,D,-12,SA3,*480 (*600),,2000,-5000,-7000,600,High,Puts the opponent in a poisoned state on hit Toxic Blossom triggers on hit if the opponent is already in a poisoned state * Deals 700 damage and produces a crumple stun on Toxic Blossom trigger Clashes with projectiles (Once),frame,,,,,,,,,,,,,,,
aki,modern,H Serpent Lash ( H),,,,,,,missing,,,,,,,,,,,,,,,11,11-16,32,D,-20,SA3,*560 (*700),Starter scaling 20％,2500,-6000,-8000,600,High,Invincible against mid-air projectiles and strikes with mid-air hitboxes from frames 6 - 16 Puts the opponent in a poisoned state on hit Toxic Blossom triggers on hit if the opponent is already in a poisoned state * Deals 800 damage and forces a juggle state on Toxic Blossom trigger,frame,,,,,,,,,,,,,,,
aki,modern,OD Serpent Lash ( ),,,,,,,missing,,,,,,,,,,,,,,,21,21-25,25,4,-14,*,*480 (*600),Starter scaling 15% Combo scaling 15%,0,-4000,-6000,500,High,Puts the opponent in a poisoned state on hit Properties change and Toxic Blossom triggers on hit if the opponent is already in a poisoned state * Deals 800 damage and produces a crumple stun on Toxic Blossom trigger * Can be cancelled into SA2 or SA3 on Toxic Blossom trigger only Clashes with projectiles (Once),frame,,,,,,,,,,,,,,,
aki,modern,H Cruel Fate,,,,,,,missing,,,,,,,,,,,,,,,33,"33-54 33-34, 40-41, 46-47, 53-54",18 frame(s) after landing,4,-3,SA3,800,Starter scaling 20%,2000,-4000,-5000,800,High,Considered airborne from frames 18 - 54,frame,,,,,,,,,,,,,,,
aki,modern,OD Cruel Fate,,,,,,,missing,,,,,,,,,,,,,,,28,"28-49 28-30, 35-36, 41-42, 48-49",18 frame(s) after landing,D,2,*SA2,1280,,0,-4000,-9000,1200,High,Considered airborne from frames 13 - 49 Puts the opponent in a poisoned state on hit Attack does not transition into the cinematic attack when hitting an airborne opponent Deals 1000 damage and has floor bounding effect *Only the non-cinematic version can be canceled,frame,,,,,,,,,,,,,,,
aki,modern,M Snake Step,,,,,,,missing,,,,,,,,,,,,,,,,,39 total frames,,,,0,,0,0,0,0,,,frame,,,,,,,,,,,,,,,
aki,modern,OD Snake Step,,,,,,,missing,,,,,,,,,,,,,,,,,*42 total frames,,,,0,,0,0,0,0,,Transitions to slip behind motion after passing through an opponent during movement Invincible to strikes and projectiles from frames 1 - 34 * Total becomes 48 frames when slipping behind opponents Invincible to strikes and projectiles from frames 1 - 48 when slipping behind opponents,frame,,,,,,,,,,,,,,,
aki,modern,Sinister Slide M H,,,,,,,missing,,,,,,,,,,,,,,,,,216 total frames,,,,0,,0,0,0,0,,Can transition to branching attacks from frames 11 - 179 Can halt movement from frames 28 - 179,frame,,,,,,,,,,,,,,,
aki,modern,Venomous Fang (During Sinister Slide),,,,,,,missing,,,,,,,,,,,,,,,19,19-33,30,D,-25,,1100,,2000,-5000,-8000,1000,High,Puts the opponent in a poisoned state on hit Toxic Blossom triggers on hit if the opponent is already in a poisoned state * Deals 1100 damage and produces a crumple stun on Toxic Blossom trigger,frame,,,,,,,,,,,,,,,
aki,modern,Heel Strike (During Sinister Slide),,,,,,,missing,,,,,,,,,,,,,,,11,"11-25 11-13, 23-25",20,4,-3,SA3,600,,3000,-4000,-7000,600,High,,frame,,,,,,,,,,,,,,,
aki,modern,Entrapment (During Sinister Slide),,,,,,,missing,,,,,,,,,,,,,,,23,23-25,55,D,,,1852,,5000,0,-10010,3000,Throw,Does 2222 individual damage when the attack lands as a Punish Counter,frame,,,,,,,,,,,,,,,
aki,modern,SA1 Deadly Implication H ( L),,,,,,,missing,,,,,,,,,,,,,,,10,10-12,68,D,-46,,1440 (1800),,0,-2500,0,0,High,Invincible to strikes and projectiles from frames 1 - 12 Puts the opponent in a poisoned state on hit Minimum guaranteed damage is set to 30% Values do not change on counter or Punish Counter,frame,,,,,,,,,,,,,,,
aki,modern,SA2 Tainted Talons H ( M ),,,,,,,missing,,,,,,,,,,,,,,,7,*,65,D,-19,,2000 (2500),,0,-5000,0,0,High - Projectile,Puts the opponent in a poisoned state on hit Minimum guaranteed damage is set to 40% Values do not change on counter or Punish Counter * Poison pool remains in place for 700 frames after this attack,frame,,,,,,,,,,,,,,,
aki,modern,SA3 Claws of Ya Zi H ( H),,,,,,,missing,,,,,,,,,,,,,,,10,10-12,58,D,-36,,3200 (4000),*Immediate scaling 10%,0,-7500,0,0,High,Completely invincible from frame 1 to frame 12. Minimum guaranteed damage is set to 50% Values do not change on counter or Punish Counter * Can only be canceled into from special moves,frame,,,,,,,,,,,,,,,
aki,modern,CA Claws of Ya Zi (when under 25% vitality) H ((when under 25% vitality) H),,,,,,,missing,,,,,,,,,,,,,,,10,10-12,58,D,-36,,3600 (4500),*Immediate scaling 10%,0,-10000,0,0,High,Completely invincible from frame 1 to frame 12. Minimum guaranteed damage is set to 50% Values do not change on counter or Punish Counter * Can only be canceled into from special moves,frame,,,,,,,,,,,,,,,
aki,modern,Whisper (When near opponent) L M,,,,,,,missing,,,,,,,,,,,,,,,5,5-7,23,,,,1200,Immediate scaling 20%,2000,0,-10000,2000,Throw,Properties change to the following when the attack lands as a Punish Counter: - Deals 2040 damage - Super Art gauge increases by 4000 - Forces a hard knockdown,frame,,,,,,,,,,,,,,,
aki,modern,Gluttony (When near opponent) L M,,,,,,,missing,,,,,,,,,,,,,,,5,5-7,23,,,,1200,Immediate scaling 20%,2000,0,-10000,2000,Throw,Properties change to the following when the attack lands as a Punish Counter: - Deals 2040 damage - Super Art gauge increases by 4000 - Forces a hard knockdown,frame,,,,,,,,,,,,,,,
aki,modern,Forward Dash,,,,,,,missing,,,,,,,,,,,,,,,,,19 total frames,,,,0,,0,0,0,0,,,frame,,,,,,,,,,,,,,,
aki,modern,Backward Dash,,,,,,,missing,,,,,,,,,,,,,,,,,23 total frames,,,,0,,0,0,0,0,,Invincible to throws from frame 1 to frame 15.,frame,,,,,,,,,,,,,,,
aki,modern,Drive Impact: Zao Chi,,,,,,,missing,,,,,,,,,,,,,,,26,26-27,35,D,-3,,800,Starter scaling 20%,0,-5000,-15000,0,High,"Super Armor for 2 attacks from frames 1 - 27 Produces a wall splat if the pushback on hit causes the opponent to connect with the stage wall On Punish Counter or after a successful hit after Super Armor absorbs a hit, the following properties change: - Produces a crumple stun if the opponent is standing on the ground - Forces a spinning knockdown when hitting a mid-air opponent - Super Art gauge increases by 3000",frame,,,,,,,,,,,,,,,
aki,modern,Drive Reversal (while blocking): Feng Shi (When blocking or during a successful Drive Parry),,,,,,,missing,,,,,,,,,,,,,,,20,20-22,26,D,-6,,500,,0,0,0,0,High,Recoverable damage Completely invincible on frames 1 - 22 5 frames of recovery added on hit,frame,,,,,,,,,,,,,,,
aki,modern,Drive Reversal (while recovering): Feng Shi (During knockdown recovery),,,,,,,missing,,,,,,,,,,,,,,,18,18-20,26,D,-6,,500,,0,0,0,0,High,Recoverable damage Completely invincible on frames 1 - 20 5 frames of recovery added on hit,frame,,,,,,,,,,,,,,,
aki,modern,Drive Parry,,,,,,,missing,,,,,,,,,,,,,,,1,[*2] 1-12,33,,,*1,0,,0,0,0,0,,*1 Can be canceled from the 4th frame via Drive Rush *2 Parry hitbox is extended for as long as the buttons are held Only blocks can be performed during the recovery period Always in Punish Counter state during execution.,frame,,,,,,,,,,,,,,,
aki,modern,Perfect Parry (strike) Block Direction,,,,,,,missing,,,,,,,,,,,,,,,1,,1,,,,0,Starter scaling 50％,,,,,,"Perfect Parry activates when an attack is absorbed on the frame a parry is input, or on the next frame. (For high and overhead attacks, the player must press the direction away from the opponent. For low attacks, down and back) If no direction is inputted the result will be a regular parry with an additional Drive increase of 3000. Fully invincible for 5 frames once recovery is over (invincibility not granted if you continue the parry) The player on the receiving end of a Perfect Parry cannot cancel and is forced into a Punish Counter state until their move is finished",frame,,,,,,,,,,,,,,,
aki,modern,Perfect Parry (projectile),,,,,,,missing,,,,,,,,,,,,,,,1,,10,,,,0,Starter scaling 50％,,,,,,"Perfect Parry activates when an attack is absorbed on the frame a parry is input, or on the next frame No screen freeze occurs. The player on the receiving end of a Perfect Parry cannot cancel and is forced into a Punish Counter state until their move is finished",frame,,,,,,,,,,,,,,,
aki,modern,Parry Drive Rush (During a Drive Parry),,,,,,,missing,,,,,,,,,,,,,,,,,45 total frames,,,*,0,Multiplier scaling 15％,0,0,0,0,,Screen freeze occurs until the 10th frame * Can be canceled into an attack on the 9th frame of the move Can be canceled into actions other than a parry from the 24th frame,frame,,,,,,,,,,,,,,,
aki,modern,Cancel Drive Rush (While connecting with a special-cancelable move) ( ),,,,,,,missing,,,,,,,,,,,,,,,,,46 total frames,,,*,0,Multiplier scaling 15％,0,0,0,0,,Screen freeze occurs until the 9th frame * Can be canceled into an attack from the 10th frame of the move Can be canceled into actions other than a parry from the 25th frame,frame,,,,,,,,,,,,,,,
rashid,classic,Standing Light Punch L,,,,,,,missing,,,,,,,,,,,,,,,4,4-5,9,4,-1,C,300,Starter scaling 20%,250,-500,-2000,300,High,Can be rapid canceled,frame,,,,,,,,,,,,,,,
rashid,classic,Standing Light Kick L,,,,,,,missing,,,,,,,,,,,,,,,4,4-6,10,3,-1,C,300,Starter scaling 20%,250,-500,-2000,300,High,,frame,,,,,,,,,,,,,,,
rashid,classic,Standing Medium Punch M,,,,,,,missing,,,,,,,,,,,,,,,6,6-8,14,5,1,C,600,,1500,-3000,-4000,500,High,,frame,,,,,,,,,,,,,,,
rashid,classic,Standing Medium Kick M,,,,,,,missing,,,,,,,,,,,,,,,8,8-10,17,6,-3,,600,,2000,-4000,-6000,700,High,2 frames of recovery added when the attack misses,frame,,,,,,,,,,,,,,,
rashid,classic,Standing Heavy Punch H,,,,,,,missing,,,,,,,,,,,,,,,9,9-11,21,1,-4,C,800,,2000,-5000,-8000,1000,High,,frame,,,,,,,,,,,,,,,
rashid,classic,Standing Heavy Kick H,,,,,,,missing,,,,,,,,,,,,,,,13,13-20,18,-1,-5,,800,,4000,-6000,-10000,1000,High,Forces the opponent into a standing position Forces a juggle state when hitting a mid-air opponent Forces a juggle state when the attack lands as a Punish Counter,frame,,,,,,,,,,,,,,,
rashid,classic,Crouching Light Punch L,,,,,,,missing,,,,,,,,,,,,,,,5,5-7,7,5,-1,C,300,Starter scaling 20%,250,-500,-2000,300,High,Can be rapid canceled,frame,,,,,,,,,,,,,,,
rashid,classic,Crouching Light Kick L,,,,,,,missing,,,,,,,,,,,,,,,5,5-7,8,3,-1,,200,Starter scaling 20%,250,-500,-2000,300,Low,Can be rapid canceled,frame,,,,,,,,,,,,,,,
rashid,classic,Crouching Medium Punch M,,,,,,,missing,,,,,,,,,,,,,,,6,6-9,13,4,1,C,600,,1500,-3000,-4000,500,High,,frame,,,,,,,,,,,,,,,
rashid,classic,Crouching Medium Kick M,,,,,,,missing,,,,,,,,,,,,,,,7,7-9,18,-1,-5,C,500,Starter scaling 20%,1000,-2000,-4000,600,Low,,frame,,,,,,,,,,,,,,,
rashid,classic,Crouching Heavy Punch H,,,,,,,missing,,,,,,,,,,,,,,,12,12-14,21,5,-6,SA,900,Starter scaling 20%,2500,-5000,-8000,1000,High,2 frames of recovery added when the attack misses,frame,,,,,,,,,,,,,,,
